Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,133,0.0532
6,305,0.122
7,525,0.21
8,733,0.2932
9,435,0.174
10,225,0.09
11,102,0.0408
12,33,0.0132
13,5,0.002
