Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,157,0.0628
6,1112,0.4448
7,411,0.1644
8,188,0.0752
9,135,0.054
10,100,0.04
11,80,0.032
12,87,0.0348
13,49,0.0196
14,51,0.0204
15,28,0.0112
16,17,0.0068
17,19,0.0076
18,9,0.0036
19,7,0.0028
20,6,0.0024
21,7,0.0028
22,4,0.0016
23,9,0.0036
24,2,0.0008
25,3,0.0012
26,1,0.0004
27,2,0.0008
28,2,0.0008
29,2,0.0008
30,2,0.0008
31,1,0.0004
32,1,0.0004
33,2,0.0008
37,1,0.0004
41,1,0.0004
