Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,98,0.0392
6,559,0.2236
7,584,0.2336
8,505,0.202
9,294,0.1176
10,189,0.0756
11,112,0.0448
12,75,0.03
13,38,0.0152
14,22,0.0088
15,6,0.0024
16,9,0.0036
17,2,0.0008
18,1,0.0004
19,1,0.0004
20,1,0.0004
21,1,0.0004
