Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,137,0.0548
6,822,0.3288
7,516,0.2064
8,338,0.1352
9,228,0.0912
10,133,0.0532
11,102,0.0408
12,59,0.0236
13,38,0.0152
14,27,0.0108
15,24,0.0096
16,12,0.0048
17,10,0.004
18,12,0.0048
19,6,0.0024
20,8,0.0032
21,11,0.0044
22,5,0.002
24,2,0.0008
25,2,0.0008
27,1,0.0004
28,1,0.0004
30,1,0.0004
31,1,0.0004
