Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,133,0.0532
6,330,0.132
7,459,0.1836
8,786,0.3144
9,426,0.1704
10,222,0.0888
11,108,0.0432
12,25,0.01
13,4,0.0016
14,3,0.0012
