Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,132,0.0528
6,303,0.1212
7,495,0.198
8,763,0.3052
9,437,0.1748
10,255,0.102
11,84,0.0336
12,23,0.0092
13,4,0.0016
