Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,102,0.0408
6,474,0.1896
7,586,0.2344
8,503,0.2012
9,405,0.162
10,205,0.082
11,112,0.0448
12,61,0.0244
13,34,0.0136
14,8,0.0032
15,5,0.002
16,1,0.0004
