Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,147,0.0588
6,617,0.2468
7,509,0.2036
8,437,0.1748
9,301,0.1204
10,185,0.074
11,115,0.046
12,67,0.0268
13,58,0.0232
14,29,0.0116
15,16,0.0064
16,6,0.0024
17,4,0.0016
18,2,0.0008
19,2,0.0008
22,1,0.0004
