Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,154,0.0616
6,1098,0.4392
7,403,0.1612
8,231,0.0924
9,148,0.0592
10,98,0.0392
11,77,0.0308
12,68,0.0272
13,56,0.0224
14,27,0.0108
15,26,0.0104
16,22,0.0088
17,15,0.006
18,16,0.0064
19,8,0.0032
20,5,0.002
21,6,0.0024
22,6,0.0024
23,9,0.0036
24,6,0.0024
25,1,0.0004
26,1,0.0004
27,3,0.0012
28,3,0.0012
29,2,0.0008
30,1,0.0004
33,1,0.0004
34,1,0.0004
35,1,0.0004
40,1,0.0004
41,1,0.0004
43,1,0.0004
