Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,149,0.0596
6,1140,0.456
7,394,0.1576
8,185,0.074
9,151,0.0604
10,104,0.0416
11,81,0.0324
12,70,0.028
13,38,0.0152
14,31,0.0124
15,33,0.0132
16,24,0.0096
17,19,0.0076
18,13,0.0052
19,15,0.006
20,10,0.004
21,9,0.0036
22,5,0.002
23,8,0.0032
24,4,0.0016
25,2,0.0008
26,2,0.0008
29,2,0.0008
30,1,0.0004
31,1,0.0004
33,2,0.0008
36,2,0.0008
44,1,0.0004
