Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,132,0.0528
6,828,0.3312
7,515,0.206
8,337,0.1348
9,208,0.0832
10,144,0.0576
11,106,0.0424
12,58,0.0232
13,43,0.0172
14,39,0.0156
15,25,0.01
16,17,0.0068
17,10,0.004
18,4,0.0016
19,9,0.0036
20,4,0.0016
21,3,0.0012
22,3,0.0012
23,1,0.0004
24,2,0.0008
25,1,0.0004
26,2,0.0008
29,1,0.0004
31,2,0.0008
34,2,0.0008
