Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,1,0.0004
5,103,0.0412
6,575,0.23
7,592,0.2368
8,444,0.1776
9,319,0.1276
10,193,0.0772
11,119,0.0476
12,68,0.0272
13,40,0.016
14,22,0.0088
15,12,0.0048
16,9,0.0036
18,2,0.0008
21,1,0.0004
