Nodo,Grado
1,0.13040755622814798
2,0.13004110943435498
3,0.12985190958690568
4,0.12942151328396084
5,0.12922742786224015
6,0.12890745899102446
7,0.12848329048843188
8,0.12836449558249435
9,0.12834471778542447
10,0.12769545222279
11,0.12768892749476266
12,0.12762371686839283
13,0.1272921760391198
14,0.1272468048271297
15,0.1270785659801678
16,0.12705272255834055
17,0.12703334688897927
18,0.12697525532239215
19,0.12678843226788433
20,0.1267819998985338
21,0.126679170679779
22,0.12655086848635236
23,0.12641003591481612
24,0.12638446366257017
25,0.12637807221604128
26,0.12635251289311356
27,0.12626313662085692
28,0.1262312471586604
29,0.12621212121212122
30,0.12620574718448563
31,0.1261675165345585
32,0.1261547781311525
33,0.1260148252735616
34,0.12588786459120446
35,0.12582448013695183
36,0.1257738185112487
37,0.1257548309178744
38,0.12565997888067582
39,0.12564102564102564
40,0.12559682364175503
41,0.12544550976356608
42,0.12542662116040956
43,0.1253259779338014
44,0.1253008423586041
45,0.125281997292826
46,0.125275716863846
47,0.12526315789473685
48,0.1252192213258506
49,0.12517531556802244
50,0.1250250150090054
51,0.125018760318175
52,0.1250062528137662
53,0.1248688352570829
54,0.12474417211600859
55,0.124688154874763
56,0.12459490452211198
57,0.12445838936202003
58,0.12424182161678433
59,0.12422329373166974
60,0.12418625453461214
61,0.12416157400506782
62,0.12414923741864971
63,0.12411840667527566
64,0.12409991557828873
65,0.12397063200714356
66,0.12395833333333334
67,0.12392759732209274
68,0.12381707377495912
69,0.1237986723471713
70,0.12378640776699029
71,0.12372512129913853
72,0.1236822568671121
73,0.12364553955766662
74,0.12359661704337505
75,0.12359050445103857
76,0.12349278513540225
77,0.12346837944664031
78,0.12345008150965765
79,0.12337694396445321
80,0.12324308329634562
81,0.12321270091706932
82,0.12320055215933741
83,0.12320055215933741
84,0.12315805036715785
85,0.12311557788944724
86,0.12310951278388098
87,0.12303677810053666
88,0.12297018010038382
89,0.12292783708003345
90,0.12286739761050199
91,0.12285531684774594
92,0.12285531684774594
93,0.12283720015729453
94,0.12276478679504814
95,0.12274066797642436
96,0.12271053277682298
97,0.12269245875883739
98,0.12268643526928175
99,0.12266836834871392
100,0.12265030674846626
101,0.12260216847372811
102,0.12255406797116375
103,0.12252402431849382
104,0.12251201098146877
105,0.12250600519633316
106,0.1225
107,0.12245197961583693
108,0.12245197961583693
109,0.12238001958863859
110,0.1223440712816998
111,0.12231413048798395
112,0.12229617304492513
113,0.12227822087390518
114,0.12225429284281591
115,0.122200488997555
116,0.12216464606961283
117,0.12214673248936898
118,0.12211092108477889
119,0.12210495455878041
120,0.12209302325581395
121,0.12206916764361078
122,0.12205724333300771
123,0.12200361275203828
124,0.12199170124481327
125,0.12199170124481327
126,0.12197383834439672
127,0.12196193265007321
128,0.12195598067444244
129,0.12195002927971892
130,0.12184894436588814
131,0.12183706303934475
132,0.12181924539338988
133,0.12179549663709913
134,0.12174802689272142
135,0.1216887417218543
136,0.12166504381694256
137,0.12159400544959129
138,0.12158808933002481
139,0.12157625881780589
140,0.12154669260700389
141,0.12150532406281908
142,0.12149350965044485
143,0.12142857142857143
144,0.12136370258850954
145,0.12135780885780886
146,0.12131656876547406
147,0.12130479102956167
148,0.12128712871287128
149,0.12124593663577701
150,0.12124005433727926
151,0.12121065140418101
152,0.12117538670416525
153,0.12114014251781473
154,0.12113427047988366
155,0.1211225281116712
