Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,147,0.0588
6,604,0.2416
7,486,0.1944
8,492,0.1968
9,269,0.1076
10,202,0.0808
11,112,0.0448
12,81,0.0324
13,54,0.0216
14,25,0.01
15,11,0.0044
16,7,0.0028
17,3,0.0012
18,1,0.0004
19,1,0.0004
25,1,0.0004
