Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,97,0.0388
6,468,0.1872
7,587,0.2348
8,539,0.2156
9,382,0.1528
10,201,0.0804
11,118,0.0472
12,58,0.0232
13,29,0.0116
14,10,0.004
15,5,0.002
17,2,0.0008
