Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,147,0.0588
6,1111,0.4444
7,399,0.1596
8,228,0.0912
9,150,0.06
10,90,0.036
11,86,0.0344
12,63,0.0252
13,42,0.0168
14,43,0.0172
15,36,0.0144
16,16,0.0064
17,17,0.0068
18,11,0.0044
19,7,0.0028
20,13,0.0052
21,3,0.0012
22,5,0.002
23,7,0.0028
24,3,0.0012
25,4,0.0016
26,1,0.0004
27,2,0.0008
28,2,0.0008
30,2,0.0008
31,2,0.0008
32,2,0.0008
38,1,0.0004
40,1,0.0004
42,2,0.0008
