Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,102,0.0408
6,562,0.2248
7,605,0.242
8,460,0.184
9,311,0.1244
10,200,0.08
11,103,0.0412
12,65,0.026
13,38,0.0152
14,22,0.0088
15,11,0.0044
16,7,0.0028
17,5,0.002
18,1,0.0004
19,4,0.0016
21,1,0.0004
