Grado Nodal,Numero de Nodos,Proporcion de Nodos
3,2,0.0008
4,23,0.0092
5,206,0.0824
6,644,0.2576
7,1000,0.4
8,557,0.2228
9,64,0.0256
10,4,0.0016
