Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,97,0.0388
6,485,0.194
7,593,0.2372
8,503,0.2012
9,353,0.1412
10,246,0.0984
11,121,0.0484
12,55,0.022
13,27,0.0108
14,11,0.0044
15,2,0.0008
16,2,0.0008
17,1,0.0004
