Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,89,0.0356
6,589,0.2356
7,575,0.23
8,480,0.192
9,301,0.1204
10,207,0.0828
11,111,0.0444
12,57,0.0228
13,42,0.0168
14,21,0.0084
15,9,0.0036
16,9,0.0036
17,1,0.0004
18,3,0.0012
22,1,0.0004
24,2,0.0008
