Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,123,0.0492
6,713,0.2852
7,535,0.214
8,388,0.1552
9,217,0.0868
10,179,0.0716
11,129,0.0516
12,73,0.0292
13,57,0.0228
14,29,0.0116
15,20,0.008
16,19,0.0076
17,5,0.002
18,5,0.002
19,2,0.0008
20,2,0.0008
