Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,93,0.0372
6,595,0.238
7,591,0.2364
8,417,0.1668
9,332,0.1328
10,200,0.08
11,128,0.0512
12,56,0.0224
13,38,0.0152
14,22,0.0088
15,9,0.0036
16,6,0.0024
17,6,0.0024
19,3,0.0012
20,1,0.0004
