Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,104,0.0416
6,442,0.1768
7,594,0.2376
8,540,0.216
9,379,0.1516
10,223,0.0892
11,128,0.0512
12,55,0.022
13,20,0.008
14,7,0.0028
15,2,0.0008
16,1,0.0004
17,1,0.0004
