Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,127,0.0508
6,708,0.2832
7,541,0.2164
8,378,0.1512
9,240,0.096
10,171,0.0684
11,112,0.0448
12,78,0.0312
13,59,0.0236
14,25,0.01
15,26,0.0104
16,6,0.0024
17,14,0.0056
18,3,0.0012
19,5,0.002
20,1,0.0004
21,2,0.0008
