Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,101,0.0404
6,470,0.188
7,578,0.2312
8,537,0.2148
9,357,0.1428
10,240,0.096
11,125,0.05
12,45,0.018
13,28,0.0112
14,6,0.0024
15,4,0.0016
16,4,0.0016
17,1,0.0004
