Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,159,0.0636
6,1090,0.436
7,418,0.1672
8,203,0.0812
9,166,0.0664
10,120,0.048
11,66,0.0264
12,43,0.0172
13,55,0.022
14,34,0.0136
15,23,0.0092
16,24,0.0096
17,18,0.0072
18,9,0.0036
19,16,0.0064
20,15,0.006
21,7,0.0028
22,4,0.0016
23,6,0.0024
24,3,0.0012
25,1,0.0004
26,1,0.0004
27,4,0.0016
28,1,0.0004
30,2,0.0008
32,3,0.0012
33,2,0.0008
34,1,0.0004
40,1,0.0004
43,1,0.0004
