Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,122,0.0488
6,720,0.288
7,524,0.2096
8,373,0.1492
9,259,0.1036
10,176,0.0704
11,115,0.046
12,74,0.0296
13,45,0.018
14,37,0.0148
15,18,0.0072
16,13,0.0052
17,7,0.0028
18,3,0.0012
19,4,0.0016
20,2,0.0008
21,1,0.0004
22,2,0.0008
23,1,0.0004
