Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,93,0.0372
6,478,0.1912
7,593,0.2372
8,528,0.2112
9,366,0.1464
10,230,0.092
11,99,0.0396
12,62,0.0248
13,28,0.0112
14,12,0.0048
15,3,0.0012
17,2,0.0008
18,1,0.0004
20,1,0.0004
