Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,98,0.0392
6,488,0.1952
7,561,0.2244
8,535,0.214
9,379,0.1516
10,209,0.0836
11,119,0.0476
12,66,0.0264
13,26,0.0104
14,9,0.0036
15,4,0.0016
16,1,0.0004
17,1,0.0004
