Grado Nodal,Numero de Nodos,Proporcion de Nodos
3,2,0.0008
4,38,0.0152
5,183,0.0732
6,668,0.2672
7,1030,0.412
8,518,0.2072
9,57,0.0228
10,4,0.0016
