Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,2,0.0008
5,99,0.0396
6,565,0.226
7,610,0.244
8,445,0.178
9,316,0.1264
10,190,0.076
11,129,0.0516
12,63,0.0252
13,43,0.0172
14,15,0.006
15,5,0.002
16,7,0.0028
17,4,0.0016
18,1,0.0004
19,5,0.002
21,1,0.0004
