Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,141,0.0564
6,633,0.2532
7,493,0.1972
8,435,0.174
9,299,0.1196
10,194,0.0776
11,128,0.0512
12,77,0.0308
13,38,0.0152
14,24,0.0096
15,14,0.0056
16,10,0.004
17,2,0.0008
18,3,0.0012
19,2,0.0008
20,2,0.0008
21,1,0.0004
