Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,126,0.0504
6,715,0.286
7,546,0.2184
8,343,0.1372
9,281,0.1124
10,153,0.0612
11,115,0.046
12,80,0.032
13,48,0.0192
14,33,0.0132
15,17,0.0068
16,18,0.0072
17,6,0.0024
18,6,0.0024
19,6,0.0024
20,2,0.0008
21,1,0.0004
