Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,127,0.0508
6,675,0.27
7,560,0.224
8,376,0.1504
9,260,0.104
10,170,0.068
11,122,0.0488
12,86,0.0344
13,36,0.0144
14,36,0.0144
15,17,0.0068
16,14,0.0056
17,9,0.0036
18,3,0.0012
19,3,0.0012
20,1,0.0004
22,1,0.0004
