Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,130,0.052
6,695,0.278
7,524,0.2096
8,406,0.1624
9,249,0.0996
10,168,0.0672
11,110,0.044
12,81,0.0324
13,47,0.0188
14,36,0.0144
15,21,0.0084
16,9,0.0036
17,5,0.002
18,8,0.0032
19,4,0.0016
21,2,0.0008
24,1,0.0004
