Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,102,0.0408
6,477,0.1908
7,591,0.2364
8,494,0.1976
9,401,0.1604
10,208,0.0832
11,120,0.048
12,55,0.022
13,29,0.0116
14,12,0.0048
15,6,0.0024
17,1,0.0004
