Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,128,0.0512
6,711,0.2844
7,510,0.204
8,391,0.1564
9,258,0.1032
10,176,0.0704
11,103,0.0412
12,76,0.0304
13,59,0.0236
14,36,0.0144
15,22,0.0088
16,10,0.004
17,8,0.0032
18,2,0.0008
19,3,0.0012
21,3,0.0012
