Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,135,0.054
6,827,0.3308
7,529,0.2116
8,339,0.1356
9,203,0.0812
10,137,0.0548
11,90,0.036
12,54,0.0216
13,50,0.02
14,31,0.0124
15,29,0.0116
16,14,0.0056
17,22,0.0088
18,12,0.0048
19,3,0.0012
20,5,0.002
21,5,0.002
22,1,0.0004
23,2,0.0008
25,1,0.0004
27,3,0.0012
28,2,0.0008
31,1,0.0004
41,1,0.0004
