Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,2,0.0008
5,104,0.0416
6,593,0.2372
7,584,0.2336
8,471,0.1884
9,286,0.1144
10,180,0.072
11,114,0.0456
12,72,0.0288
13,42,0.0168
14,26,0.0104
15,6,0.0024
16,6,0.0024
17,4,0.0016
18,1,0.0004
19,3,0.0012
20,2,0.0008
21,1,0.0004
22,3,0.0012
