Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,137,0.0548
6,631,0.2524
7,505,0.202
8,450,0.18
9,272,0.1088
10,190,0.076
11,130,0.052
12,77,0.0308
13,49,0.0196
14,27,0.0108
15,12,0.0048
16,5,0.002
17,4,0.0016
18,4,0.0016
19,1,0.0004
20,1,0.0004
22,1,0.0004
