Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,129,0.0516
6,337,0.1348
7,464,0.1856
8,742,0.2968
9,467,0.1868
10,233,0.0932
11,100,0.04
12,15,0.006
13,7,0.0028
14,1,0.0004
15,1,0.0004
