Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,142,0.0568
6,614,0.2456
7,513,0.2052
8,428,0.1712
9,291,0.1164
10,211,0.0844
11,123,0.0492
12,78,0.0312
13,49,0.0196
14,20,0.008
15,17,0.0068
16,4,0.0016
17,1,0.0004
18,1,0.0004
19,1,0.0004
20,1,0.0004
23,1,0.0004
24,1,0.0004
