Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,88,0.0352
6,572,0.2288
7,651,0.2604
8,411,0.1644
9,302,0.1208
10,204,0.0816
11,112,0.0448
12,71,0.0284
13,33,0.0132
14,27,0.0108
15,10,0.004
16,6,0.0024
17,5,0.002
18,4,0.0016
19,1,0.0004
