Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,2,0.0008
5,101,0.0404
6,544,0.2176
7,602,0.2408
8,493,0.1972
9,306,0.1224
10,186,0.0744
11,121,0.0484
12,65,0.026
13,33,0.0132
14,23,0.0092
15,8,0.0032
16,9,0.0036
17,5,0.002
19,1,0.0004
21,1,0.0004
