Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,144,0.0576
6,638,0.2552
7,456,0.1824
8,469,0.1876
9,300,0.12
10,191,0.0764
11,108,0.0432
12,87,0.0348
13,46,0.0184
14,25,0.01
15,19,0.0076
16,9,0.0036
17,2,0.0008
18,1,0.0004
21,1,0.0004
