Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,2,0.0008
5,93,0.0372
6,582,0.2328
7,610,0.244
8,456,0.1824
9,293,0.1172
10,204,0.0816
11,116,0.0464
12,52,0.0208
13,35,0.014
14,18,0.0072
15,16,0.0064
16,11,0.0044
17,4,0.0016
18,4,0.0016
19,3,0.0012
20,1,0.0004
