Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,116,0.0464
6,712,0.2848
7,536,0.2144
8,386,0.1544
9,258,0.1032
10,183,0.0732
11,106,0.0424
12,68,0.0272
13,45,0.018
14,24,0.0096
15,26,0.0104
16,10,0.004
17,9,0.0036
18,8,0.0032
19,2,0.0008
20,5,0.002
22,1,0.0004
30,1,0.0004
