Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,93,0.0372
6,583,0.2332
7,612,0.2448
8,441,0.1764
9,321,0.1284
10,177,0.0708
11,123,0.0492
12,58,0.0232
13,34,0.0136
14,21,0.0084
15,11,0.0044
16,8,0.0032
17,7,0.0028
18,3,0.0012
19,3,0.0012
21,1,0.0004
25,1,0.0004
