Grado Nodal,Numero de Nodos,Proporcion de Nodos
3,2,0.0008
4,37,0.0148
5,192,0.0768
6,647,0.2588
7,991,0.3964
8,579,0.2316
9,49,0.0196
10,3,0.0012
