Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,104,0.0416
6,449,0.1796
7,607,0.2428
8,518,0.2072
9,364,0.1456
10,233,0.0932
11,133,0.0532
12,57,0.0228
13,21,0.0084
14,5,0.002
15,2,0.0008
16,2,0.0008
19,1,0.0004
