Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,128,0.0512
6,330,0.132
7,482,0.1928
8,772,0.3088
9,401,0.1604
10,250,0.1
11,101,0.0404
12,26,0.0104
13,4,0.0016
14,2,0.0008
