Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,104,0.0416
6,562,0.2248
7,600,0.24
8,474,0.1896
9,302,0.1208
10,190,0.076
11,106,0.0424
12,72,0.0288
13,38,0.0152
14,18,0.0072
15,9,0.0036
16,7,0.0028
17,4,0.0016
18,5,0.002
19,2,0.0008
20,1,0.0004
21,1,0.0004
22,1,0.0004
