Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,131,0.0524
6,328,0.1312
7,477,0.1908
8,767,0.3068
9,435,0.174
10,226,0.0904
11,94,0.0376
12,29,0.0116
13,6,0.0024
14,2,0.0008
15,1,0.0004
