Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,102,0.0408
6,571,0.2284
7,601,0.2404
8,459,0.1836
9,313,0.1252
10,185,0.074
11,108,0.0432
12,60,0.024
13,38,0.0152
14,31,0.0124
15,14,0.0056
16,5,0.002
17,5,0.002
18,2,0.0008
19,2,0.0008
21,1,0.0004
