Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,146,0.0584
6,612,0.2448
7,521,0.2084
8,461,0.1844
9,255,0.102
10,176,0.0704
11,134,0.0536
12,82,0.0328
13,54,0.0216
14,28,0.0112
15,10,0.004
16,6,0.0024
17,6,0.0024
18,4,0.0016
20,1,0.0004
