Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,3,0.0012
5,87,0.0348
6,593,0.2372
7,589,0.2356
8,443,0.1772
9,332,0.1328
10,199,0.0796
11,112,0.0448
12,64,0.0256
13,27,0.0108
14,26,0.0104
15,9,0.0036
16,5,0.002
17,4,0.0016
18,1,0.0004
19,3,0.0012
22,1,0.0004
24,1,0.0004
31,1,0.0004
