Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,138,0.0552
6,648,0.2592
7,481,0.1924
8,446,0.1784
9,283,0.1132
10,191,0.0764
11,115,0.046
12,86,0.0344
13,56,0.0224
14,27,0.0108
15,9,0.0036
16,8,0.0032
17,2,0.0008
18,2,0.0008
19,3,0.0012
21,1,0.0004
