Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,137,0.0548
6,299,0.1196
7,501,0.2004
8,750,0.3
9,453,0.1812
10,227,0.0908
11,105,0.042
12,17,0.0068
13,6,0.0024
14,1,0.0004
