Grado Nodal,Numero de Nodos,Proporcion de Nodos
3,2,0.0008
4,36,0.0144
5,196,0.0784
6,630,0.252
7,1024,0.4096
8,559,0.2236
9,47,0.0188
10,5,0.002
11,1,0.0004
