Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,155,0.062
6,1103,0.4412
7,401,0.1604
8,229,0.0916
9,143,0.0572
10,100,0.04
11,80,0.032
12,71,0.0284
13,39,0.0156
14,29,0.0116
15,25,0.01
16,28,0.0112
17,19,0.0076
18,15,0.006
19,11,0.0044
20,7,0.0028
21,12,0.0048
22,3,0.0012
23,4,0.0016
24,2,0.0008
25,4,0.0016
26,2,0.0008
27,3,0.0012
28,4,0.0016
29,1,0.0004
32,1,0.0004
35,1,0.0004
36,2,0.0008
40,1,0.0004
44,1,0.0004
