Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,151,0.0604
6,1107,0.4428
7,420,0.168
8,197,0.0788
9,136,0.0544
10,103,0.0412
11,93,0.0372
12,58,0.0232
13,45,0.018
14,39,0.0156
15,27,0.0108
16,32,0.0128
17,19,0.0076
18,11,0.0044
19,10,0.004
20,11,0.0044
21,9,0.0036
22,8,0.0032
23,6,0.0024
24,3,0.0012
25,3,0.0012
28,2,0.0008
30,2,0.0008
31,1,0.0004
33,1,0.0004
38,1,0.0004
51,1,0.0004
