Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,99,0.0396
6,473,0.1892
7,595,0.238
8,501,0.2004
9,379,0.1516
10,227,0.0908
11,132,0.0528
12,56,0.0224
13,19,0.0076
14,7,0.0028
15,4,0.0016
16,1,0.0004
17,2,0.0008
18,1,0.0004
