Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,1,0.0004
5,102,0.0408
6,581,0.2324
7,606,0.2424
8,432,0.1728
9,318,0.1272
10,181,0.0724
11,114,0.0456
12,81,0.0324
13,31,0.0124
14,24,0.0096
15,13,0.0052
16,8,0.0032
17,3,0.0012
18,4,0.0016
19,1,0.0004
