Grado Nodal,Numero de Nodos,Proporcion de Nodos
4,4,0.0016
5,131,0.0524
6,837,0.3348
7,522,0.2088
8,330,0.132
9,204,0.0816
10,137,0.0548
11,97,0.0388
12,65,0.026
13,54,0.0216
14,30,0.012
15,24,0.0096
16,10,0.004
17,11,0.0044
18,12,0.0048
19,10,0.004
20,6,0.0024
21,3,0.0012
22,5,0.002
23,1,0.0004
24,1,0.0004
26,1,0.0004
30,1,0.0004
31,2,0.0008
32,1,0.0004
35,1,0.0004
